Activity_ID,L3(도메인),L4,L5,L6 Name,Cadence,Output Type,Digital Trace,seq,pre_dependency
V2-L6-0001,교육,교육과정설계,Pilot과정 운영,Pilot과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0612,제도,시상,가이드 수립/배포 및 시스템 준비 7차,가이드 수립 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0613,제도,시상,가이드 수립/배포 및 시스템 준비 7차,가이드 수립 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0612
V2-L6-0614,제도,시상,가이드 수립/배포 및 시스템 준비 7차,가이드 수립 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0613
V2-L6-0615,제도,시상,가이드 수립/배포 및 시스템 준비 7차,가이드 수립 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0614
V2-L6-0616,제도,시상,가이드 수립/배포 및 시스템 준비 7차,시스템 준비 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0615
V2-L6-0617,제도,시상,가이드 수립/배포 및 시스템 준비 7차,시스템 준비 심사의결서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0616
V2-L6-0618,제도,시상,가이드 수립/배포 및 시스템 준비 8차,시스템 준비 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0619,제도,시상,가이드 수립/배포 및 시스템 준비 8차,시스템 준비 심사의결서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0618
V2-L6-0620,제도,시상,가이드 수립/배포 및 시스템 준비 8차,시스템 준비 심사의결서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0619
V2-L6-0621,제도,시상,가이드 수립/배포 및 시스템 준비 8차,시스템 준비 심사의결서 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0620
V2-L6-0622,제도,시상,가이드 수립/배포 및 시스템 준비 8차,시스템 준비 심사의결서 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0621
V2-L6-0623,제도,시상,가이드 수립/배포 및 시스템 준비 8차,시스템 준비 심사의결서 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0622
V2-L6-0624,제도,시상,가이드 수립/배포 및 시스템 준비 9차,배포 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0625,제도,시상,가이드 수립/배포 및 시스템 준비 9차,배포 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0624
V2-L6-0626,제도,시상,가이드 수립/배포 및 시스템 준비 9차,배포 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0625
V2-L6-0627,제도,시상,가이드 수립/배포 및 시스템 준비 9차,배포 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0626
V2-L6-0628,제도,시상,가이드 수립/배포 및 시스템 준비 9차,배포 확정 5차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0627
V2-L6-0629,제도,시상,가이드 수립/배포 및 시스템 준비 9차,배포 확정 6차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0628
V2-L6-0630,제도,시상,시상 운영 및 임직원 소통,시상 및 임직원 소통 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0631,제도,시상,시상 운영 및 임직원 소통,시상 및 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0630
V2-L6-0632,제도,시상,시상 운영 및 임직원 소통,1차 시상 및 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0631
V2-L6-0633,제도,시상,시상 운영 및 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0632
V2-L6-0634,제도,시상,시상 운영 및 임직원 소통,시상 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0633
V2-L6-0635,제도,시상,시상 운영 및 임직원 소통,임직원 소통 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0634
V2-L6-0636,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 취합/분석 및 최종 안내 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0637,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0636
V2-L6-0638,제도,시상,심사결과 취합/분석 및 최종 안내,1차 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0637
V2-L6-0639,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 취합 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0638
V2-L6-0640,제도,시상,심사결과 취합/분석 및 최종 안내,심사결과 취합 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0639
V2-L6-0641,제도,시상,심사결과 취합/분석 및 최종 안내,최종 안내 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0640
V2-L6-0642,제도,시상,심사결과 취합/분석 및 최종 안내,분석 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0641
V2-L6-0643,제도,시상,심사결과 취합/분석 및 최종 안내,분석 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,8,V2-L6-0642
V2-L6-0644,제도,시상,심사결과 취합/분석 및 최종 안내,최종 안내 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,9,V2-L6-0643
V2-L6-0645,제도,시상,후속 조치 1차,후속 조치 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0646,제도,시상,후속 조치 1차,후속 조치 기준서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0645
V2-L6-0647,제도,시상,후속 조치 1차,후속 조치 기준서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0646
V2-L6-0648,제도,시상,후속 조치 1차,후속 조치 기준서 확정 4차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0647
V2-L6-0649,제도,시상,후속 조치 1차,후속 조치 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0648
V2-L6-0650,제도,시상,후속 조치 1차,1차 후속 조치 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0649
V2-L6-0651,제도,시상,후속 조치 2차,후속 조치 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0652,제도,시상,후속 조치 2차,1차 후속 조치 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0651
V2-L6-0653,제도,시상,후속 조치 2차,후속 조치 결과 통보 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0652
V2-L6-0654,제도,시상,후속 조치 2차,후속 조치 결과 통보 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0653
V2-L6-0655,제도,시상,후속 조치 2차,후속 조치 결과 통보 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0654
V2-L6-0656,제도,시상,후속 조치 2차,후속 조치 결과 통보 발송 완료 4차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0655
V2-L6-0657,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 1차,대상자 확정/변경 (예외자/사유 확인) 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0658,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 1차,대상자 확정/변경 (예외자/사유 확인) 기준서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0657
V2-L6-0659,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 1차,대상자 확정/변경 (예외자/사유 확인) 기준서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0658
V2-L6-0660,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 1차,대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0659
V2-L6-0661,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 1차,1차 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0660
V2-L6-0662,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 1차,2차 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0661
V2-L6-0663,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 2차,대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0664,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 2차,1차 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0663
V2-L6-0665,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 2차,2차 대상자 확정/변경 (예외자/사유 확인) 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0664
V2-L6-0666,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 2차,변경 (예외자 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0665
V2-L6-0667,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 2차,변경 (예외자 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0666
V2-L6-0668,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 2차,변경 (예외자 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0667
V2-L6-0669,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 3차,변경 (예외자 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0670,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 3차,변경 (예외자 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0669
V2-L6-0671,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 3차,변경 (예외자 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0670
V2-L6-0672,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 3차,사유 확인) 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0671
V2-L6-0673,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 3차,사유 확인) 심사의결서 확정 1차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0672
V2-L6-0674,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 3차,사유 확인) 심사의결서 확정 2차,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0673
V2-L6-0675,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 4차,사유 확인) 결과통보서 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0676,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 4차,사유 확인) 결과통보서 발송 완료 1차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0675
V2-L6-0677,제도,업적평가,대상자 확정/변경 (예외자/사유 확인) 4차,사유 확인) 결과통보서 발송 완료 2차,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0676
V2-L6-0678,제도,업적평가,업적평가 운영 / 임직원 소통,업적평가 / 임직원 소통 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0679,제도,업적평가,업적평가 운영 / 임직원 소통,업적평가 / 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0678
V2-L6-0680,제도,업적평가,업적평가 운영 / 임직원 소통,1차 업적평가 / 임직원 소통 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0679
V2-L6-0681,제도,업적평가,업적평가 운영 / 임직원 소통,업적평가 발송 완료,상시,notification_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0680
V2-L6-0682,제도,업적평가,업적평가 운영 / 임직원 소통,임직원 소통 심사의결서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0681
