Activity_ID,L3(도메인),Redesign_L4,Redesign_L5,Redesign_L6,Cadence,Output Type,pre_dependency,seq,Digital Trace
V2-L6-0001,총무,의사결정·승인 프로세스 그룹,날인 및 증명서 관리 [기준확정],날인 및 증명서  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0646,제도,실행·반영 프로세스 그룹,결과 분석/보고 및 결과 안내 [통보인계],중간 결과 분석/보고 및 결과 안내 결과표 등록,상시,analysis_report,V2-L6-0645,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0647,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계4],결과 분석 확정,상시,approval_doc,V2-L6-0646,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0648,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계5],결과 분석 발송 완료,상시,notification_doc,V2-L6-0647,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0649,제도,심사·평가 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계6],결과 안내 심사의결서 확정,상시,approval_doc,V2-L6-0648,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0650,제도,의사결정·승인 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계7],보고 확정,상시,approval_doc,V2-L6-0649,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0651,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계8],보고 발송 완료,상시,notification_doc,V2-L6-0650,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0652,제도,통보·핸드오프 프로세스 그룹,결과 분석/보고 및 결과 안내 [확장단계9],결과 안내 결과통보서 발송 완료,상시,notification_doc,V2-L6-0651,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0653,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [기준확정],가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0654,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [실행등록],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0653,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0655,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [통보인계],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0654,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0656,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계4],가이드 수립 확정,상시,approval_doc,V2-L6-0655,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0657,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계5],가이드 수립 발송 완료,상시,notification_doc,V2-L6-0656,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0658,제도,심사·평가 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계6],시스템 준비 심사의결서 확정,상시,approval_doc,V2-L6-0657,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0659,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계7],배포 확정,상시,approval_doc,V2-L6-0658,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0660,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계8],배포 발송 완료,상시,notification_doc,V2-L6-0659,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0661,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계9],시스템 준비 결과통보서 발송 완료,상시,notification_doc,V2-L6-0660,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0662,제도,의사결정·승인 프로세스 그룹,시상 운영 및 임직원 소통 [기준확정],시상  및 임직원 소통 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0663,제도,실행·반영 프로세스 그룹,시상 운영 및 임직원 소통 [실행등록],중간 시상  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0662,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0664,제도,실행·반영 프로세스 그룹,시상 운영 및 임직원 소통 [통보인계],중간 시상  및 임직원 소통 결과표 등록,상시,analysis_report,V2-L6-0663,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0665,제도,심사·평가 프로세스 그룹,시상 운영 및 임직원 소통 [확장단계4],임직원 소통 심사의결서 확정,상시,approval_doc,V2-L6-0664,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0666,제도,통보·핸드오프 프로세스 그룹,시상 운영 및 임직원 소통 [확장단계5],시상 발송 완료,상시,notification_doc,V2-L6-0665,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0667,제도,통보·핸드오프 프로세스 그룹,시상 운영 및 임직원 소통 [확장단계6],임직원 소통 결과통보서 발송 완료,상시,notification_doc,V2-L6-0666,6,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0668,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [기준확정],심사결과 취합/분석 및 최종 안내 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0669,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [실행등록],중간 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,V2-L6-0668,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0670,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [통보인계],중간 심사결과 취합/분석 및 최종 안내 결과표 등록,상시,analysis_report,V2-L6-0669,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0671,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [확장단계4],심사결과 취합 확정,상시,approval_doc,V2-L6-0670,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0672,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [확장단계5],심사결과 취합 발송 완료,상시,notification_doc,V2-L6-0671,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0673,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [확장단계6],최종 안내 심사의결서 확정,상시,approval_doc,V2-L6-0672,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0674,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [확장단계7],분석 확정,상시,approval_doc,V2-L6-0673,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0675,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [확장단계8],분석 발송 완료,상시,notification_doc,V2-L6-0674,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0676,제도,심사·평가 프로세스 그룹,심사결과 취합/분석 및 최종 안내 [확장단계9],최종 안내 결과통보서 발송 완료,상시,notification_doc,V2-L6-0675,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0677,제도,의사결정·승인 프로세스 그룹,후속 조치 [기준확정],후속 조치 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0678,제도,실행·반영 프로세스 그룹,후속 조치 [실행등록],후속 조치 결과표 등록,상시,analysis_report,V2-L6-0677,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0679,제도,통보·핸드오프 프로세스 그룹,후속 조치 [통보인계],후속 조치 결과 통보 발송 완료,상시,notification_doc,V2-L6-0678,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0680,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [기준확정],가이드 수립/배포 및 시스템 준비 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0681,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [실행등록],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0680,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0682,제도,실행·반영 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [통보인계],중간 가이드 수립/배포 및 시스템 준비 결과표 등록,상시,analysis_report,V2-L6-0681,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0683,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계4],가이드 수립 확정,상시,approval_doc,V2-L6-0682,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0684,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계5],가이드 수립 발송 완료,상시,notification_doc,V2-L6-0683,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0685,제도,심사·평가 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계6],시스템 준비 심사의결서 확정,상시,approval_doc,V2-L6-0684,6,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0686,제도,의사결정·승인 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계7],배포 확정,상시,approval_doc,V2-L6-0685,7,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0687,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계8],배포 발송 완료,상시,notification_doc,V2-L6-0686,8,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0688,제도,통보·핸드오프 프로세스 그룹,가이드 수립/배포 및 시스템 준비 [확장단계9],시스템 준비 결과통보서 발송 완료,상시,notification_doc,V2-L6-0687,9,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0689,제도,의사결정·승인 프로세스 그룹,징계 검토 및 상벌위원회 운영 [기준확정],징계  및 상벌위원회  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0690,제도,실행·반영 프로세스 그룹,징계 검토 및 상벌위원회 운영 [실행등록],중간 징계  및 상벌위원회  결과표 등록,상시,analysis_report,V2-L6-0689,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0691,제도,실행·반영 프로세스 그룹,징계 검토 및 상벌위원회 운영 [통보인계],중간 징계  및 상벌위원회  결과표 등록,상시,analysis_report,V2-L6-0690,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0692,제도,심사·평가 프로세스 그룹,징계 검토 및 상벌위원회 운영 [확장단계4],상벌위원회 심사의결서 확정,상시,approval_doc,V2-L6-0691,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0693,제도,통보·핸드오프 프로세스 그룹,징계 검토 및 상벌위원회 운영 [확장단계5],징계 발송 완료,상시,notification_doc,V2-L6-0692,5,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0694,제도,통보·핸드오프 프로세스 그룹,징계 검토 및 상벌위원회 운영 [확장단계6],상벌위원회 결과통보서 발송 완료,상시,notification_doc,V2-L6-0693,6,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0695,제도,의사결정·승인 프로세스 그룹,결과 안내 [기준확정],결과 안내 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0696,제도,실행·반영 프로세스 그룹,결과 안내 [실행등록],결과 안내 결과표 등록,상시,analysis_report,V2-L6-0695,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0697,제도,통보·핸드오프 프로세스 그룹,결과 안내 [통보인계],결과 안내 결과 통보 발송 완료,상시,notification_doc,V2-L6-0696,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0698,제도,의사결정·승인 프로세스 그룹,후속 조치 [기준확정],후속 조치 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0699,제도,실행·반영 프로세스 그룹,후속 조치 [실행등록],후속 조치 결과표 등록,상시,analysis_report,V2-L6-0698,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0700,제도,통보·핸드오프 프로세스 그룹,후속 조치 [통보인계],후속 조치 결과 통보 발송 완료,상시,notification_doc,V2-L6-0699,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0701,제도,의사결정·승인 프로세스 그룹,표준/개별연봉 계약직 관리 [기준확정],표준/개별연봉 계약직  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0702,제도,실행·반영 프로세스 그룹,표준/개별연봉 계약직 관리 [실행등록],중간 표준/개별연봉 계약직  결과표 등록,상시,analysis_report,V2-L6-0701,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0703,제도,실행·반영 프로세스 그룹,표준/개별연봉 계약직 관리 [통보인계],중간 표준/개별연봉 계약직  결과표 등록,상시,analysis_report,V2-L6-0702,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
